ƒ,Entrada,Subentrada,Tipo,Acepción,Marcas,Definiciones,Clase gramatical,Primera división,Nodo básico,Nodo LexiMus,Nodo intermedio,Último nodo,,Última referencia atestiguada/Primera referencia lexicográfica académica,
94,arpegiar,arpegiar,intr.,1,Mús.,Hacer arpegios.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
95,arpegio,arpegio,m.,1,Mús.,Sucesión más o menos acelerada de los sonidos de un acorde.,Sustantivo,Música,Producto,Conceptos,Dimensión espaciotemporal,partes musicales (relaciones entre ellas),,,
96,arpista,arpista,m. y f.,1,,Persona que toca el arpa.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
97,arqueada,arqueada,f.,1,,"En los instrumentos musicales de arco, golpe o movimiento de este que hiere las cuerdas pasando por ellas.",Sustantivo,Música,Producto,Técnica y Expresión,Otras dimensiones,fraseo y articulación,,,
98,arquetero,"arquetero, ra",m. y f.,1,Mús.,Lutier especialista en la construcción y reparación de arcos.,Sustantivo,Música,Actividad,Participantes,[agentes] no productores,constructores,,,
,arreglador,"arreglador, ra",adj.,1,,Que arregla.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades creadores,,,
99,arreglista,arreglista,m. y f.,1,,Persona que tiene como ocupación el arreglo de composiciones musicales.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores,,,
100,arreglo,arreglo,m.,4,,Transformación de una obra musical para poder interpretarla con instrumentos o voces distintos a los originales.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,arritmia,arritmia,f.,1,,Falta de ritmo regular.,Sustantivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
,arrítmico,arrítmico,adj.,1,,Perteneciente o relativo a la arritmia.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
,arrorró,arrorró,m.,1,,Canción de cuna de origen canario.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,arrullador,"arrullador, ra",adj.,1,,Que arrulla. U. t. c. s.,Adjetivo/Sustantivo,Música,Modificadores/actividad,Conceptos/participantes,∅/[agentes] y [experimentadores],cualidades intérpretes/intérpretes,,,
,arrullar,arrullar,tr.,2,,Adormecer al niño con arrullos,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
,arrullar,arrullar,tr.,3,,Dicho de un sonido o de un ruido: adormecer,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
101,arrullo,arrullo,m.,3,,Cantar grave y monótono para adormecer a los niños.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,arrurrú,arrurrú,interj.,2,Cuba y Nic.,arrorró.,Interjección,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
,arrurrú,arrurrú,m.,1,,Cuba y Nic. arrullo (‖ sonido monótono y cantar).,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,asalto,asalto,m.,3,,"Baile o diversión que organizaban varios amigos en una casa particular conocida, sin avisar previamente al dueño.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades no coreografiadas,,,
102,asamblea,asamblea,f.,4,Mil.,Toque para que la tropa se una y forme en sus cuerpos respectivos y lugares determinados.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
103,asonar1,asonar1,tr.,2,desus.,Poner en música.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical,,DRAE 1783,
,asonar1,asonar1,intr.,1,,Hacer asonancia o convenir un sonido con otro,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,AUTORIDADES,
104,aspiración,aspiración,f.,4,Mús.,Espacio menor de la pausa y que solo da lugar a respirar.,Sustantivo,Música,Producto,Símbolos,Dimensión espacial,alturas,,"1975, Cuba [Ortiz, Fernando: La música afrocubana]",
,atabal,atabal,m.,3,,Atabalero,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
,atabal,atabal,m.,1,,Timbal (‖ especie de tambor).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,membranófonos,,,
105,atabal,atabal,m.,2,,Tambor pequeño o tamboril que suele tocarse en fiestas públicas.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,membranófonos,,,
,atabalear,atabalear,intr.,2,,"Imitar con los dedos, sobre una mesa u otro mueble, el golpear de los palillos sobre los atabales o el tambor.",Verbo,Música,Modificadores,Conceptos,∅,cualidades verbos de acción musical (específicos),,,
106,atabalero,"atabalero, ra",m. y f.,1,,Tañedor del atabal.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
108,atacar2,atacar2,tr.,6,,Empezar a ejecutar una composición musical.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical,,,
107,atacar2,atacar2,tr.,13,Mús.,Producir un sonido por medio de un golpe seco y fuerte para que se destaque.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical,,,
109,atambor,atambor,m.,2,desus.,Persona que toca el atambor.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
,atambor,atambor,m.,1,desus.,tambor (‖ instrumento musical).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,membranófonos,,,
111,atenorado,"atenorado, da",adj.,2,,Dicho de un instrumento: Que tiene un sonido de timbre semejante al de la voz del tenor.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades timbre,,,
110,atenorado,"atenorado, da",adj.,1,,Dicho de una voz: Parecida a la del tenor.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades timbre,,,
113,atiplar,atiplar,tr.,1,,Elevar la voz o el sonido de un instrumento hasta el tono de tiple.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,AUTORIDADES,
112,atiplar,atiplar,prnl.,2,,"Dicho de la cuerda de un instrumento, o de la voz: Volverse del tono grave al agudo.",Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,"2007, España [Cobos Wilkins, Juan: El mar invisible]",
114,atonal,atonal,adj.,1,Mús.,Dicho de una composición: Que no tiene una tonalidad bien definida.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades unidades,,,
115,atonalidad,atonalidad,f.,1,Mús.,Cualidad de atonal.,Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
116,atonalidad,atonalidad,f.,2,Mús.,dodecafonismo.,Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
117,atonalismo,atonalismo,m.,1,Mús.,atonalidad.,Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
,atril,atril,m.,1,,"Mueble en forma de plano inclinado, con pie o sin él, que sirve para sostener libros, partituras, etc., y leer con más comodidad.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,recursos materiales,,,
,atrilera,atrilera,f.,1,,Cubierta que se pone al atril o facistol en que se cantan la epístola y el evangelio en las misas solemnes.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,recursos materiales,,,
,audición,audición,f.,4,,"Prueba que se hace a un cantante, a un músico, etc., para valorar sus cualidades.",Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,,
118,audición,audición,f.,3,,"Concierto, recital o lectura en público.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,audífono,audífono,m.,3,Am.,auricular (‖ pieza que se aplica a los oídos). U. m. en pl.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción,,,
,audio,audio,m.,1,,"Técnica relacionada con la reproducción, grabación y transmisión del sonido. U. t. c. adj.",Sustantivo/Adjetivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción,,,
,audiocasete,audiocasete,m.,2,,Magnetófono pequeño que utiliza audiocasetes.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción,,,
,audiocasete,audiocasete,m. o f.,1,,Casete para registrar y reproducir sonido.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción,,,
,audiófono,audiófono,m.,1,,audífono (‖ aparato para percibir mejor los sonidos).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción,,,
,auricular,auricular,m.,4,,"En los aparatos telefónicos y, en general, en todos los empleados para percibir sonidos, parte de ellos o pieza aislada que se aplica a los oídos. U. m. en pl.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción,,,
119,aurora,aurora,f.,5,,"Canto religioso que se entonaba al amanecer, antes del rosario, y con el que se daba comienzo a la celebración de una festividad de la Iglesia.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,aurresku,aurresku,m.,1,,Danza tradicional del País Vasco.,Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
,autoestéreo,autoestéreo,m.,1,Arg. y Méx.,Sistema de sonido estereofónico para automóviles.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción,,,
,avena,avena,f.,3,poét.,zampoña (‖ instrumento a modo de flauta).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos (connotaciones poéticas),,,
120,ayacaste,ayacaste,m.,3,Hond.,Instrumento musical que consiste en una pequeña horqueta de madera en forma de Y entre cuyas puntas se tienden dos alambres que atraviesan varios pares de chapas de metal que suenan al moverse.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,idiófonos,,,
121,bachata,bachata,f.,1,,Canto popular dominicano.,Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
122,bachatero,"bachatero, ra",adj.,1,R. Dom.,Dicho de una persona: Que se dedica a componer o a cantar bachata. U. t. c. s.,Adjetivo/Sustantivo,Música,Modificadores/actividad,Conceptos/participantes,∅/[agentes] no productores,cualidades creadores e intérpretes/creadores e intérpretes,,,
123,bachiano,"bachiano, na",adj.,1,,"Perteneciente o relativo a Juan Sebastián Bach, músico alemán, o a su obra. Crónica bachiana.",Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
124,bachiano,"bachiano, na",adj.,2,,Que tiene rasgos característicos de la obra de Bach. Una instrumentación muy bachiana.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
,badajada,badajada,f.,1,,badajazo.,Sustantivo,Música,Producto/actividad,Conceptos,Continentes/[resultados],unidades/resultados,,,
,badajazo,badajazo,m.,1,,Golpe que da el badajo.,Sustantivo,Música,Producto/actividad,Conceptos,Continentes/[resultados],unidades/resultados,,,
,badajo,badajo,m.,1,,"Pieza metálica, generalmente en forma de pera, que pende en el interior de las campanas, y con la cual se las golpea para hacerlas sonar.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,idiófonos,,,
,bafle,bafle,m.,1,,Pantalla o caja acústica que mejora la calidad del sonido de un altavoz.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción,,,
,bafle,bafle,m.,2,,"Altavoz de un equipo de sonido.
Altavoz de un equipo de sonido.
Altavoz de un equipo de sonido.
",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción,,,
125,"bagual, la","bagual, la",f.,3,Arg.,"Canción popular del noroeste de la Argentina, de coplas octosilábicas y característicos ascensos tonales, que se acompaña con caja.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,baila2,baila2,f.,1,Esp. p. us.,baile (‖ acción de bailar).,Sustantivo,Baile/Danza,Actividad,Conceptos,[resultados],resultados,,,
,baila2,baila2,f.,3,Esp. p. us.,baile (‖ festejo en que se baila).,Sustantivo,Baile/Danza,Actividad,Conceptos,[resultados],resultados,,,
,baila2,baila2,f.,2,Esp. p. us.,baile (‖ manera de bailar).,Sustantivo,Baile/Danza,Actividad,Conceptos,[resultados],resultados,,,
126,bailable,bailable,adj.,1,,Dicho de una música: Compuesta para bailar.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades estilos,,,
,bailable,bailable,m.,2,,"En el espectáculo compuesto de mímica y baile, y especialmente en algunas óperas u obras dramáticas, cada una de las danzas más o menos largas y complicadas.",Sustantivo,Música,Producto,Conceptos,Continentes,formas/unidades,,,
,"bailadero, ra","bailadero, ra",m.,2,,Sitio destinado para los bailes públicos.,Sustantivo,Baile/Danza,Actividad,Objetos,[localizaciones],espacios,,,
,"bailadero, ra","bailadero, ra",adj.,1,desus.,bailable.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades estilos,,,
,"bailador, ra","bailador, ra",m. y f.,2,,"Bailarín profesional que ejecuta bailes populares de España, especialmente andaluces.",Sustantivo,Baile/Danza,Actividad,Participantes,[agentes] y [experimentadores],intérpretes,,,
,"bailador, ra","bailador, ra",adj.,1,,Que baila. U. t. c. s.,Adjetivo/Sustantivo,Baile/Danza,Modificadores/actividad,Conceptos/participantes,∅/[agentes] y [experimentadores],cualidades intérpretes/intérpretes,,,
,bailanta,bailanta,f.,2,Arg.,Lugar donde se realiza una bailanta,Sustantivo,Baile/Danza,Actividad,Objetos,[localizaciones],espacios,,,
,bailanta,bailanta,f.,1,Arg.,Fiesta de pueblo en la que se baila,Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades no coreografiadas,,,
,bailante,bailante,adj.,1,,Que baila. U. t. c. s.,Adjetivo/Sustantivo,Baile/Danza,Modificadores/actividad,Conceptos/participantes,∅/[agentes] y [experimentadores],cualidades intérpretes/intérpretes,,,
,"bailaor, ra","bailaor, ra",m. y f.,1,,Bailador de música flamenca.,Sustantivo,Baile/Danza,Actividad,Participantes,[agentes] y [experimentadores],intérpretes,,,
,"bailaor, ra","bailaor, ra",adj.,2,,Perteneciente o relativo al bailaor.,Adjetivo,Baile/Danza,Modificadores,Conceptos,∅,cualidades polivalentes,,,
,bailar,bailar,intr.,1,,"Ejecutar movimientos acompasados con el cuerpo, brazos y pies. U. t. c. tr. Bailar una polca",Verbo,Baile/Danza,Actividad,Conceptos,[evento],¿verbos de baile y danza? (Diana),,,
,"bailarín, na","bailarín, na",m. y f.,2,,Persona que ejercita o profesa el arte de bailar.,Sustantivo,Baile/Danza,Actividad,Participantes,[agentes] y [experimentadores],intérpretes,,,
,"bailarín, na","bailarín, na",adj.,1,,"Que baila. Apl. a pers., u. t. c. s.",Adjetivo/Sustantivo,Baile/Danza,Modificadores/actividad,Conceptos/participantes,∅/[agentes] y [experimentadores],cualidades intérpretes/intérpretes,,,
,baile1,cuerpo de baile,m.,1,,"Conjunto de bailarines de un teatro, de una compañía de ballet o de una obra musical.",Sustantivo,Baile/Danza,Actividad,Participantes,[agentes] y [experimentadores],intérpretes,,,
,baile1,baile1,m.,1,,Acción de bailar,Sustantivo,Música,Actividad,Conceptos,[evento],verbos de acción musical,,,
,baile1,baile1,m.,4,,Local o recinto público destinado a bailar.,Sustantivo,Música,Actividad,Objetos,[localizaciones],espacios,,,
,baile1,baile1,m.,3,,Festejo en que se juntan varias personas para bailar.,Sustantivo,Música,Actividad,Conceptos,[localizaciones],ubicaciones espaciotemporales,,,
,baile1,baile1,m.,6,,Arte de bailar.,Sustantivo,Música,Materia escolar,Conceptos,∅,disciplinas,,,
128,baile1,baile1,m.,9,,"Pieza dramática breve del siglo XVII, cuyos principales elementos eran la música, el canto y el baile, y que se representaba generalmente entre el segundo y el tercer acto de una comedia.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,baile1,baile1,m.,2,,Cada una de las maneras de bailar sujetas a una pauta.,Sustantivo,Música,Producto,Conceptos,Continentes,formas/unidades,,,
